29	16	9	17	42	26	58	36	25	6	
9	29	12	30	36	58	26	6	42	17	
30	60	14	46	45	40	1	42	36	18	
29	26	36	42	6	17	12	25	37	57	
30	12	29	1	60	14	16	11	45	13	
58	6	57	24	4	42	26	29	18	16	
16	57	58	42	6	30	36	17	7	20	
16	58	25	26	17	32	30	57	18	36	
6	32	25	16	58	57	36	29	4	7	
30	36	26	6	29	16	12	7	17	57	
16	18	6	58	17	25	57	34	7	9	
12	14	54	45	36	1	49	42	29	25	
58	29	6	30	25	57	16	7	42	17	
29	16	26	30	42	36	18	9	12	25	
57	36	18	30	29	6	58	17	12	24	
29	16	57	42	18	26	30	32	9	24	
29	16	42	17	58	25	6	57	36	30	
25	6	32	4	58	42	18	17	30	1	
58	25	16	6	36	57	42	17	9	30	
30	12	16	36	26	11	42	54	58	6	
6	36	25	57	24	4	33	18	42	16	
16	17	18	42	58	26	25	57	6	30	
58	36	57	29	16	24	26	8	4	33	
6	9	32	12	30	58	36	29	16	26	
30	12	29	16	54	26	9	14	60	13	
58	30	36	25	7	8	14	42	29	16	
40	30	12	60	45	54	46	36	49	6	
12	30	40	9	14	54	26	13	60	37	
16	12	26	29	9	14	6	11	48	17	
25	6	58	26	29	18	32	42	24	36	
6	58	32	25	57	29	42	30	26	17	
6	58	25	16	36	17	57	18	32	30	
30	29	12	26	42	58	54	36	18	25	
16	26	29	11	6	58	3	13	19	40	
30	12	45	60	1	46	42	36	29	55	
30	12	26	9	54	16	29	11	2	6	
30	16	58	54	36	6	42	14	11	18	
12	54	45	29	15	46	9	26	16	58	
30	29	12	37	2	16	17	14	20	42	
16	17	42	18	26	36	30	25	6	58	
12	29	16	6	11	25	60	13	42	57	
29	26	6	25	30	36	18	17	9	11	
60	1	14	46	30	49	36	6	24	8	
42	57	6	29	30	58	7	17	32	24	
30	12	54	60	29	36	25	42	20	49	
30	26	12	11	42	16	36	13	21	17	
30	42	36	16	25	26	14	54	1	57	
30	29	13	16	12	6	36	42	40	17	
26	6	30	58	11	42	17	18	36	12	
29	58	6	2	3	9	42	25	17	18	
29	42	26	36	17	58	57	6	7	9	
29	12	58	42	16	36	25	14	18	54	
29	30	36	26	20	42	18	3	50	21	
58	6	29	57	26	7	36	18	42	17	
29	58	26	36	7	6	53	30	43	21	
29	26	58	16	6	13	30	36	18	42	
26	6	29	2	3	17	36	25	18	42	
30	36	16	29	18	6	25	9	58	26	
30	54	60	26	29	16	49	46	36	3	
29	36	57	30	18	17	16	26	58	12	
30	45	60	15	29	21	46	42	16	36	
29	16	3	58	18	19	30	42	17	36	
30	54	14	60	40	45	29	36	17	49	
16	29	58	26	36	25	17	57	9	24	
6	25	58	57	24	36	16	30	29	8	
30	29	42	14	26	36	48	6	45	40	
42	30	36	40	21	18	12	25	57	60	
29	16	21	17	26	30	43	51	18	25	
29	16	20	30	17	42	9	3	19	15	
29	42	36	18	30	25	16	57	21	6	
36	6	58	25	7	30	42	29	17	4	
30	6	9	29	16	58	26	36	13	14	
16	26	2	29	7	25	36	17	18	30	
29	30	26	17	40	18	6	9	12	3	
29	58	26	17	25	30	36	57	32	9	
6	58	36	57	32	42	12	17	24	18	
16	26	30	12	42	58	18	9	2	6	
26	9	11	2	30	42	20	12	17	19	
30	14	29	6	26	58	36	11	42	15	
12	57	36	14	54	17	60	29	45	21	
29	25	16	58	17	6	20	7	30	32	
9	12	29	26	58	14	42	17	60	36	
58	29	16	57	42	7	36	17	24	2	
58	6	29	30	7	26	16	18	12	42	
29	16	26	58	6	36	25	17	18	12	
6	58	25	36	30	8	4	16	57	42	
58	36	32	16	25	26	42	57	30	17	
30	12	54	60	40	29	49	15	37	16	
58	29	30	25	16	36	32	42	18	7	
6	16	26	29	32	36	42	3	25	9	
14	12	54	60	45	55	25	49	36	42	
30	6	58	29	26	36	42	57	17	18	
29	6	11	58	13	16	30	12	17	26	
29	26	30	42	18	15	12	17	16	9	
26	16	29	9	30	3	17	48	19	36	
21	30	12	42	45	14	36	29	54	57	
58	16	29	9	19	32	30	25	11	20	
29	30	25	36	18	17	26	57	58	12	
29	42	58	26	57	32	36	18	17	24	
29	17	18	15	54	16	26	25	60	40	
40	9	30	12	13	29	26	54	16	58	
12	60	54	40	46	49	15	26	36	29	
16	12	26	42	9	18	11	40	36	60	
25	24	6	32	8	58	57	42	17	30	
30	14	12	25	36	54	42	49	29	17	
26	29	58	25	6	16	42	18	57	17	
58	6	25	36	29	26	42	24	17	33	
29	30	11	16	54	2	14	23	3	40	
36	30	29	42	17	58	6	18	12	16	
37	16	42	29	17	26	34	38	30	22	
30	42	12	25	16	18	53	17	15	58	
29	36	14	57	16	26	6	58	45	54	
30	29	12	9	54	11	6	14	58	42	
29	26	58	18	30	9	36	6	11	20	
30	12	14	16	29	58	36	45	6	42	
29	6	25	18	17	42	32	57	7	2	
25	7	58	6	24	32	18	42	17	29	
26	16	21	53	42	51	44	9	37	48	
42	57	26	18	17	58	6	36	20	7	
30	36	9	6	14	57	29	54	7	16	
9	6	16	26	29	3	32	19	36	7	
11	30	26	12	16	2	6	3	29	54	
6	29	26	58	16	25	42	32	36	30	
30	29	17	58	16	26	12	15	42	6	
25	58	26	16	42	17	6	30	11	20	
16	9	26	11	30	2	58	6	42	19	
30	36	6	42	29	17	25	12	26	57	
16	26	17	36	25	12	57	19	9	2	
58	29	32	30	25	7	57	36	3	18	
58	36	16	13	32	29	26	25	30	7	
25	16	18	58	17	26	7	36	32	53	
9	30	54	16	26	14	3	2	60	48	
11	36	6	30	12	58	60	23	29	44	
9	29	30	11	2	48	54	42	15	14	
30	29	9	54	40	11	14	36	45	26	
6	58	32	4	7	57	8	16	26	36	
30	54	14	12	36	6	58	7	57	24	
26	16	30	42	18	25	9	12	58	36	
30	29	16	12	20	2	15	17	9	18	
7	57	32	24	4	36	29	18	8	26	
29	26	12	2	42	58	17	3	15	14	
16	3	58	30	9	22	12	20	6	19	
30	16	29	42	36	6	12	25	18	26	
36	29	18	25	57	16	30	26	58	6	
29	9	36	26	42	16	58	25	57	6	
57	58	29	42	6	36	18	32	17	33	
16	9	13	18	26	6	17	36	25	42	
30	29	12	25	6	42	58	36	26	17	
57	58	7	6	42	18	32	29	17	26	
6	36	29	7	16	30	32	42	26	18	
7	58	24	36	32	4	8	42	17	29	
6	58	57	7	16	42	29	36	30	17	
25	29	6	57	36	16	18	42	32	33	
16	42	18	25	36	6	30	20	9	7	
6	32	58	4	7	36	25	57	26	29	
30	54	29	45	60	16	9	17	46	40	
6	58	16	25	26	42	18	7	24	57	
29	30	16	9	17	42	11	58	19	20	
30	16	26	11	14	6	58	60	25	36	
30	12	54	14	42	1	55	21	16	11	
29	42	58	26	6	17	36	30	57	18	
30	29	58	6	36	18	48	42	54	25	
9	26	58	30	12	54	3	36	14	17	
58	26	29	9	2	36	25	57	13	37	
30	29	54	60	16	42	21	11	15	13	
16	29	58	9	26	12	17	18	25	57	
54	60	6	46	36	49	9	11	29	26	
29	42	16	17	25	36	58	6	37	34	
16	13	26	29	30	58	12	48	42	36	
30	29	9	14	16	26	13	37	54	42	
29	42	36	25	6	58	18	57	26	30	
30	36	29	25	58	16	17	57	6	26	
36	25	6	57	42	32	24	29	16	26	
29	57	42	58	6	7	16	17	32	26	
58	36	16	9	26	32	29	13	7	17	
30	12	29	42	36	17	25	16	23	45	
58	25	29	30	32	7	18	17	36	12	
29	6	9	12	19	48	20	13	36	18	
16	20	18	25	2	57	17	42	19	6	
16	29	26	25	36	30	7	57	42	32	
12	54	60	29	42	36	1	49	15	9	
58	29	26	30	57	36	7	42	18	40	
42	30	25	29	36	57	26	18	17	16	
29	18	36	42	25	16	14	26	53	15	
57	30	42	7	12	17	18	24	6	58	
6	58	29	12	26	9	36	54	25	17	
29	18	16	30	58	36	53	6	7	15	
12	60	29	26	45	16	58	17	3	42	
29	42	16	25	26	58	57	20	15	21	
16	6	30	25	38	58	17	18	36	57	
26	30	42	58	12	9	6	36	17	37	
18	7	29	17	6	42	16	26	32	24	
6	58	30	25	26	36	57	42	18	17	
42	25	30	36	6	57	29	18	58	32	
12	14	29	45	60	15	42	17	36	9	
25	29	58	18	57	6	30	32	9	11	
29	26	42	16	17	37	9	36	58	11	
30	42	36	17	16	18	26	58	12	14	
6	58	25	32	36	57	11	26	30	42	
30	11	29	16	13	36	14	60	26	58	
58	16	29	9	25	11	2	57	32	30	
16	36	30	26	9	58	17	13	25	57	
29	42	26	18	30	9	20	21	25	11	
36	30	16	42	6	25	57	9	26	12	
6	30	29	58	57	25	11	32	17	7	
29	20	3	16	18	42	58	2	36	6	
6	58	36	12	14	25	32	54	57	17	
58	30	26	16	12	32	54	29	25	7	
6	7	25	57	24	29	18	16	17	8	
30	54	60	45	29	42	15	55	49	21	
6	36	25	57	4	42	30	16	26	12	
30	12	14	29	16	42	17	55	6	37	
30	29	17	12	42	54	60	14	25	36	
16	17	26	18	58	6	25	9	11	19	
6	29	36	16	42	58	25	12	57	18	
42	17	30	25	58	12	57	6	26	15	
6	16	25	12	29	42	57	32	17	18	
58	16	29	25	7	24	57	26	17	18	
30	12	60	14	46	36	49	6	42	29	
30	29	16	14	9	60	36	13	18	45	
18	58	29	7	30	16	26	12	24	32	
29	6	16	26	18	36	42	17	32	24	
16	29	25	7	36	57	26	9	32	11	
36	42	12	25	21	29	45	60	54	55	
30	14	60	54	40	1	29	42	36	23	
29	26	30	2	11	42	58	13	3	17	
16	26	30	9	18	42	17	53	13	25	
6	26	58	25	18	36	17	30	32	20	
29	30	26	12	9	54	11	36	18	19	
36	25	30	42	58	29	6	18	16	14	
30	14	12	54	60	45	17	55	36	40	
58	6	26	18	9	36	30	7	34	32	
30	11	40	17	16	18	14	54	58	25	
30	12	60	14	11	36	54	13	40	16	
29	30	16	42	58	36	11	14	37	25	
9	26	29	16	30	13	12	2	6	3	
6	16	25	32	9	2	36	3	18	42	
29	9	16	13	22	26	30	12	6	36	
29	26	16	3	58	11	30	36	37	42	
58	7	57	6	42	18	17	26	32	24	
30	16	12	9	26	13	6	2	14	58	
29	9	26	11	58	42	17	18	30	34	
58	7	29	42	17	16	26	32	24	3	
26	16	30	9	11	12	20	42	17	19	
29	16	58	42	18	6	3	9	36	11	
16	6	18	36	58	13	12	25	57	34	
54	14	45	30	49	11	40	13	1	48	
30	12	60	14	1	29	49	26	16	9	
30	6	60	36	57	16	45	7	29	46	
29	16	30	26	58	9	12	17	36	18	
29	12	14	17	42	36	54	18	58	25	
29	16	42	57	30	36	18	9	17	2	
14	60	45	42	17	36	26	25	1	6	
30	54	14	9	26	29	11	2	45	16	
29	30	16	26	18	42	36	12	11	40	
16	12	26	9	2	3	11	14	54	6	
25	7	36	42	6	58	24	32	8	33	
29	18	17	57	36	16	26	53	15	30	
58	32	24	7	4	16	26	25	29	57	
6	25	36	7	24	42	29	33	16	18	
12	60	45	46	3	29	26	49	2	16	
18	57	29	7	16	20	6	21	30	32	
58	29	26	25	42	36	32	11	17	7	
58	32	36	33	4	42	18	17	16	29	
29	16	17	25	57	20	3	7	15	9	
36	30	25	58	42	17	29	14	18	16	
29	58	26	6	17	18	42	36	25	2	
30	12	54	45	60	1	49	26	29	6	
29	16	26	30	18	17	12	6	25	58	
29	11	16	18	6	57	42	7	26	30	
29	42	21	55	17	26	18	12	53	15	
30	12	29	54	16	14	26	1	45	42	
30	14	45	46	9	29	11	40	15	26	
29	26	30	20	16	3	19	42	17	21	
38	16	25	57	6	18	42	32	26	58	
29	16	6	58	25	17	12	18	36	9	
30	12	1	14	60	11	45	13	26	3	
42	36	29	30	57	16	58	6	11	12	
58	16	26	29	13	32	48	3	36	30	
26	29	58	30	12	42	11	25	17	57	
29	57	36	42	18	24	30	8	33	4	
30	12	42	29	55	14	40	1	60	45	
30	58	6	29	36	9	3	14	17	42	
6	25	36	16	42	7	18	8	30	17	
30	26	16	17	42	54	23	14	3	19	
36	42	25	17	21	57	30	20	29	60	
58	6	26	29	30	36	16	12	9	7	
30	29	12	26	14	36	17	42	21	16	
29	25	42	36	9	21	16	17	26	58	
16	25	6	18	17	36	30	19	7	9	
55	21	30	29	36	42	58	16	14	15	
30	6	58	36	12	25	16	26	57	29	
25	6	16	57	36	18	17	32	24	30	
12	54	60	29	49	1	25	42	58	17	
30	16	42	17	26	36	25	15	12	20	
30	21	17	42	18	15	20	26	12	23	
36	57	7	26	29	16	4	17	30	8	
25	57	29	36	6	17	32	7	58	16	
57	25	6	58	36	32	29	18	26	33	
6	25	42	29	7	30	26	32	17	18	
57	58	36	6	42	18	32	29	26	16	
36	42	29	30	25	16	58	21	6	57	
12	29	9	11	16	26	60	13	14	45	
30	60	45	29	11	9	36	15	49	40	
36	58	57	29	42	26	18	11	30	9	
26	48	3	29	36	58	23	17	16	50	
58	16	6	42	36	18	25	57	17	9	
30	12	16	17	29	26	58	36	60	37	
29	12	17	18	60	36	25	26	14	45	
6	29	16	25	36	57	18	11	17	8	
58	6	16	57	42	30	7	17	20	3	
36	42	57	18	6	7	29	30	58	32	
29	26	30	6	18	17	57	9	42	36	
29	42	58	16	6	25	57	17	18	9	
26	29	16	58	36	30	25	18	57	17	
6	25	32	16	4	26	42	17	9	13	
6	58	26	36	25	30	57	18	42	17	
16	42	58	11	17	12	6	18	2	13	
48	9	29	26	6	11	30	17	42	58	
6	25	58	36	42	57	7	32	29	26	
12	54	36	57	49	40	6	1	7	42	
12	14	60	40	54	49	15	46	17	29	
30	54	60	45	29	15	36	1	20	17	
